3.069613399020454381e-07,3.565317996390149347e-08,1.310744229704141617e-02,2.087518870830535889e-01,2.021813634200952947e-05,6.179294587127515115e-08,2.256007824996686395e-08,1.916420160341658629e-06,9.116878807446937572e-09,1.038263803820882458e-07,4.303874145961117392e-09,3.908496637450298294e-08,4.291445293347351253e-06,3.185654059052467346e-04,6.869173375889658928e-04,1.858159339462872595e-05,1.295867405133321881e-04,1.905689947307109833e-02,3.456308543682098389e-01,8.813776373863220215e-01,5.800039041787385941e-03,1.879713672678917646e-04,4.822013579541817307e-05,3.445321453909855336e-06,9.256441444449592382e-07,2.577939994807820767e-07,4.073491254530381411e-06,2.458401104377117008e-05,3.219899954274296761e-03
1.157893279923882801e-06,8.339085866282403003e-09,1.294671392315649427e-06,1.418830947841343004e-06,2.623399382173374761e-07,1.594202956312074093e-07,2.482166223671811167e-07,5.156214319868013263e-05,2.213343536228151720e-10,2.305360936871725386e-11,2.919270825074704589e-09,4.113246177439577878e-06,1.000411342829465866e-03,1.040195673704147339e-01,1.704489737749099731e-01,2.192848842241801322e-05,1.022435299091739580e-06,5.631588919641217217e-07,2.084846784100591321e-07,3.443235527811339125e-07,9.882496954105590703e-08,2.246425310659105889e-06,3.295944407000206411e-05,6.019378270138986409e-05,6.589791155420243740e-05,2.735775706241838634e-05,7.106439443305134773e-05,2.818861139530781657e-05,4.568442236632108688e-03
2.367087148513746797e-07,1.780910419135750544e-09,5.700053407053928822e-06,5.535188756766729057e-05,3.464608744252473116e-05,1.635603666727547534e-06,9.115964871853066143e-09,8.217313052227837034e-07,6.403334112947689505e-11,1.548490473624042352e-07,6.281724927248433232e-05,3.577683353796601295e-03,2.795124019030481577e-04,1.725925831124186516e-04,5.603566387435421348e-05,1.114186602535482962e-06,5.169890755496453494e-07,2.786351615213789046e-06,1.510605943622067571e-05,6.497361027868464589e-06,2.175186409658635966e-06,1.254161179531365633e-04,1.805981271900236607e-03,1.485091634094715118e-03,8.382280357182025909e-04,1.482674706494435668e-04,6.075037526898086071e-04,4.078050609678030014e-03,2.474412694573402405e-02
2.000713866436854005e-04,1.947423733383857325e-08,1.113161779358051717e-04,1.321309682680293918e-04,3.269109129178104922e-06,1.920124486787244678e-05,8.835960443320800550e-07,6.255776497710030526e-06,5.179093612306395755e-11,7.371793486754540936e-08,3.685872513869981049e-07,1.191837236547144130e-05,2.066090246444218792e-06,6.041320375516079366e-06,6.699156947433948517e-04,2.459594979882240295e-04,3.083104820689186454e-05,5.404864205047488213e-04,4.181042779237031937e-03,3.817291290033608675e-04,2.065592525468673557e-05,2.759468916337937117e-04,7.514434400945901871e-04,1.404021750204265118e-04,9.141074406215921044e-05,6.421074067475274205e-05,1.072042039595544338e-03,6.748327985405921936e-03,4.847510904073715210e-02
3.043430297111626714e-06,1.473306269872409757e-06,1.629694178700447083e-02,7.875272631645202637e-01,9.970126152038574219e-01,3.543626517057418823e-03,3.596445310449780663e-07,5.144327701600559521e-07,1.665103471770734700e-11,3.664875066533568315e-06,2.852986194193363190e-02,8.967974781990051270e-01,9.855238795280456543e-01,1.549856066703796387e-01,4.476579837501049042e-03,1.161173983632579620e-07,9.246905818827144685e-08,1.358233816972642671e-06,1.420298067387193441e-04,5.052796751260757446e-02,9.865506887435913086e-01,9.546015858650207520e-01,7.113261818885803223e-01,3.362267911434173584e-01,3.735025823116302490e-01,7.025213837623596191e-01,1.394665092229843140e-01,3.384316340088844299e-03,5.837865546345710754e-02
9.919992089271545410e-01,2.329544486201484688e-07,3.129106573851458961e-07,1.079642970580607653e-06,1.052005609381012619e-05,2.302821521880105138e-04,5.458092709886841476e-05,9.438611414225306362e-06,6.227349636390294707e-14,5.410783366494031910e-12,4.058676950080553070e-09,1.812446043913951144e-06,1.560562054692127276e-06,1.417241728631779552e-04,3.112825565040111542e-02,9.571655537001788616e-04,3.002523726536310278e-06,1.709782054604147561e-06,2.590598739971028408e-07,2.916314079115522873e-09,3.439970752694421208e-09,5.244137810223037377e-06,3.998430620413273573e-04,7.254658266901969910e-03,2.084403857588768005e-02,4.383365623652935028e-03,2.277336828410625458e-02,3.065958917140960693e-01,1.416655778884887695e-01
4.160812532063573599e-04,9.999693632125854492e-01,9.641996026039123535e-01,1.507190154370618984e-05,2.142180299813389865e-08,4.789352026079995994e-09,1.482101339433938847e-07,2.790422439575195312e-01,4.486323450691998005e-05,5.017396347284375224e-07,1.280219663613024750e-08,2.250308739348838571e-07,2.526107607536687283e-07,3.312630099117086502e-07,1.786525244824588299e-03,9.866188168525695801e-01,9.641281366348266602e-01,5.883428454399108887e-01,4.015311226248741150e-02,2.242370974272489548e-03,2.949100053228903562e-05,9.658129783929325640e-06,1.309535400650929660e-05,2.345063876418862492e-06,8.843970249472477008e-07,6.705924704419885529e-08,7.685578111704671755e-07,1.086176234821323305e-05,2.808777382597327232e-03
5.754451848360986332e-08,6.033090471646573860e-09,2.830532503139693290e-05,2.529418270569294691e-05,1.313025109084264841e-06,3.720710708421393065e-07,6.675151098534115590e-08,7.773617198836291209e-07,3.600754139299056078e-10,5.304713340592570603e-06,1.420077410330122802e-06,1.938901732501108199e-05,6.184816811583004892e-06,1.633129500078212004e-06,8.888819138519465923e-06,1.209566562465624884e-07,8.839458018883306067e-07,4.073986565344966948e-05,1.863509096438065171e-04,5.674521526088938117e-05,4.748982519231503829e-06,8.189095387933775783e-05,1.276155700907111168e-03,1.040350412949919701e-03,2.187156205764040351e-04,2.055899130937177688e-05,1.317009155172854662e-04,9.759471286088228226e-04,9.568172506988048553e-03
8.209545399040507618e-08,2.446127211896964582e-08,5.696955668099690229e-06,2.803351890179328620e-06,6.631626092712394893e-08,1.079307487827918521e-08,3.108556967390541104e-09,5.042850830250245053e-07,1.409709154964744471e-11,1.788685199954898053e-09,3.126693570720817661e-08,5.341940777725540102e-06,6.501631446553801652e-07,3.854771932765288511e-07,3.237119381083175540e-05,5.801849056297214702e-06,1.153484276983363088e-06,2.263673559355083853e-05,2.101148493238724768e-05,5.043704049967345782e-07,2.005170642860321095e-07,2.176412090193480253e-05,2.896261576097458601e-04,5.021691322326660156e-05,6.108738489274401218e-06,2.081337981962860795e-07,1.242041321347642224e-06,1.667648211878258735e-05,3.048135899007320404e-03
6.290825194099625151e-09,3.398834338974587865e-11,8.576560617257200647e-07,7.732158337603323162e-06,2.678300234038033523e-06,1.153265202447073534e-06,8.377930527103671920e-08,5.639976734528318048e-06,2.111458403952770624e-11,4.845079448756450802e-09,1.856032440628041513e-06,3.576621747924946249e-05,2.494476211722940207e-05,2.340233768336474895e-04,1.837894320487976074e-02,1.961658745130989701e-05,5.801770157631835900e-07,3.122727093796129338e-06,5.991225862089777365e-06,4.160365207894756168e-08,9.271659706655555055e-08,5.422297181212343276e-05,3.141531778965145350e-04,7.090491271810606122e-05,1.922809678944759071e-05,4.023787369078490883e-06,1.688040792942047119e-04,1.557192998006939888e-03,1.624327525496482849e-02
1.415291568264365196e-03,1.315157476255990332e-07,3.175136498612118885e-06,1.899655217130202800e-05,2.146536426153033972e-04,9.589551687240600586e-01,7.174624204635620117e-01,5.905896052718162537e-02,8.571134024748516822e-09,2.249848662927433907e-08,4.463871938753527502e-09,2.328545633645262569e-06,1.971970596059691161e-05,1.894566521514207125e-04,2.625557780265808105e-01,1.247216598130762577e-03,9.876794138108380139e-06,2.086967288050800562e-05,3.388015829841606319e-05,1.489594978920649737e-06,3.942024875414062990e-07,3.928481601178646088e-05,1.264272839762270451e-03,1.702661067247390747e-02,8.272066712379455566e-02,1.980175375938415527e-01,3.942965269088745117e-01,2.512909173965454102e-01,4.094041138887405396e-02
4.535500011115800589e-07,7.056603834598718095e-08,2.378793169555137865e-06,1.310779043706133962e-05,3.690879779583156051e-08,7.270919422097676943e-10,1.867042165315524471e-08,2.446021244395524263e-05,1.611620503716437725e-09,1.727187504130256457e-09,1.604571195912285475e-07,2.191132352891145274e-06,6.675720243265459430e-08,1.462563830045837676e-07,3.127123591184499674e-06,2.142022736961735063e-07,6.716747691370983375e-08,7.271803781350172358e-08,3.021087735533001251e-08,3.741439513760269620e-08,1.152702182594111946e-07,3.036575435544364154e-05,4.358023870736360550e-04,1.559700613142922521e-04,4.505558172240853310e-05,1.127678615375771187e-06,2.988252617797115818e-06,1.273286616196855903e-04,8.365084417164325714e-03
3.842553724098252133e-07,4.531524311346402101e-08,1.403268470312468708e-06,1.216314012708608061e-05,3.794591521000256762e-06,4.992162061512317450e-08,2.242087937531778152e-08,2.840783395186008420e-07,1.271909877767485320e-12,9.582587168210920936e-09,2.693351007110322826e-06,1.026991594699211419e-04,4.292773519409820437e-05,4.704334969574119896e-06,1.451583739253692329e-05,9.072589932657137979e-07,1.207557488669408485e-06,9.146940101345535368e-06,1.303610497416229919e-05,1.389118779115960933e-06,6.585313485629740171e-07,3.988866228610277176e-05,3.524367057252675295e-04,1.319901348324492574e-04,1.105747360270470381e-04,3.998852662334684283e-06,8.417471690336242318e-06,1.665252639213576913e-04,8.562436327338218689e-03
